Gene_ID	TET1_ALT_1	TET1_ALT_2	TET1_ALT_3	Empty_Vector_1	Empty_Vector_2	Empty_Vector_3	TET1_FL_1	TET1_FL_2	TET1_FL_3
NUFIP2	6681.11	6568.17	5763.84	5529.48	7355.95	7668.64	5606.68	5382.14	5754.63
SS18L1	632.053	667.048	587.172	650.155	629.294	659.274	633.321	690.329	655.133
NAGS	38.1189	41.7326	36.9872	30.2889	37.6342	41.3809	32.8998	27.6574	31.6271
UNC5B-AS1	1.54536	6.05796	4.6234	3.52196	4.93564	7.52381	10.9666	5.53149	10.5424
C12orf65	528.514	504.157	448.47	614.231	479.991	490.928	520.914	547.617	483.443
TMEM74B	77.7832	111.736	92.468	90.1623	72.8006	94.0476	87.7328	111.736	91.8692
B4GALT3	1067.84	1007.64	1232.91	924.868	1092.63	1103.18	1118.59	1156.08	1140.08
KLHL3	63.3598	60.5796	75.5155	54.2383	86.9906	81.8214	63.058	75.2282	81.3269
UBXN11	307.527	403.191	357.543	373.328	324.518	294.369	326.256	349.59	320.789
MAGEA11	4.63608	13.4621	18.4936	16.201	16.0408	13.1667	24.6749	18.8071	15.0605
PRMT5	5756.47	5398.31	6363.34	5673.88	5722.25	5511.19	5359.93	5265.97	5241.06
CHST11	563.027	548.582	601.042	505.05	570.066	578.393	562.038	610.676	584.349
CDC42EP2	398.188	388.382	394.53	338.109	418.912	374.309	334.481	299.807	278.62
COPB2	6604.36	6628.75	6611.46	8124.47	6732.21	6200.56	6198.87	6120.04	6686.88
INHBB	172.565	190.489	194.183	198.639	168.429	162.702	150.791	148.244	177.714
NEDD8	2321.13	2250.19	2478.14	2623.86	1931.07	2010.73	2334.12	2221.44	2117.51
RNASEH2A	2442.19	2466.93	2951.27	2706.28	2424.01	2296.64	2818.42	2629.67	2474.45
XAB2	1027.67	1104.57	1100.37	1034.05	1075.97	1063.68	951.353	1125.1	1066.29
ILKAP	840.161	834.652	1068.01	928.39	850.163	777.774	833.462	789.896	775.617
CTNNA1	5306.77	4893.48	4971.7	5191.38	5329.25	4990.16	5019.96	5274.82	5400.71
ADCK5	127.75	149.43	161.819	126.086	133.879	152.357	123.374	181.433	159.642
PCCB	2583.33	2496.55	2848.01	2703.46	2533.22	2401.98	2925.34	2913.99	2838.91
RPS6KL1	277.135	300.879	332.885	305.002	326.369	316	252.232	276.574	310.247
ANKRD37	12.218	12.811	21.7852	13.3533	9.75437	16.1125	3.18452	18.894	10.276
WT1	219.956	236.933	223.464	239.494	246.782	216.309	153.532	177.008	156.63
STXBP5L	116.932	129.236	97.0914	97.2062	137.581	145.774	123.374	118.374	123.496
ATG3	2156.81	2131.05	1955.7	2758.4	2037.18	1989.11	2091.88	2034.48	2057.27
USP8	1030.63	1004.87	958.497	924.117	1079.67	1126.69	1033.6	1006.73	1055.74
PCNX	2933.1	3035.71	2425.74	2597.1	3124.87	3253.11	2936.31	2842.08	3042.23
FREM2	1170.35	1298.42	1092.66	1091.1	1315.35	1377.8	1200.84	1388.4	1451.84
HNRNPH3	1363.52	1861.81	1049.51	3845.28	1122.86	1243.31	1321.48	1096.34	938.271
DOM3Z	473.046	473.8	529.723	434.454	497.952	486.991	495.861	544.026	496.765
NUCB2	1213.11	1193.42	1106.53	1585.59	1088.92	1169.95	1283.09	1063.15	1152.13
LOC144486	23.1804	24.9049	26.1993	30.9933	14.8069	17.869	30.1582	33.1889	34.6392
LARP6	387.371	370.882	391.448	411.365	356.6	329.167	400.281	458.007	370.489
FGFRL1	1699.38	1694.88	1655.18	1496.83	1726.86	1675.93	1428.4	1736.89	1597.92
MAPK14	2004.85	2026.72	2094.4	2086.41	1958.21	1980.64	2105.59	2078.73	2009.07
LITAF	1114.72	1039.28	1128.11	937.547	1127.18	1083.43	1063.76	1233.52	1183.76
RFXANK	807.496	840.593	982.703	856.351	833.003	826.759	908.832	933.352	889.772
TRAFD1	1436.67	1529.3	1511.85	1706.04	1515.86	1435.17	1217.29	1262.28	1237.98
C9orf142	836.556	856.191	913.892	808.643	877.309	855.833	740.246	854.061	799.714
CDS2	2072.84	2186.92	2123.68	2186.44	2135.9	2138.64	1957.54	2088.69	2253.06
RNPEP	1254.83	1219	1391.64	980.515	1316.58	1310.08	1354.38	1463.63	1475.93
TRAF7	2358.27	2284.55	2449.99	1971.44	2414.95	2388.11	2486.98	2691.2	2533.9
ZNF514	275.074	313.668	272.781	285.279	280.097	352.678	315.29	298.7	347.898
E2F3	2051.72	1947.3	1867.85	1742.67	2271.01	2226.11	1872.55	1746.84	1766.6
NARS	5196.02	5074.55	4751.31	5908.45	4995.48	4863.2	6020.66	5878.86	6364.58
FAM159B	39.1492	32.9822	32.3638	36.6284	35.7834	36.6786	21.9332	27.6574	43.6755
COX7A2L	1904.92	1752.77	2077.45	1984.98	1774.36	1713.55	2127.52	1988.02	2125.04
BRAP	1060.12	1020.43	1027.94	1127.03	1014.89	1042.05	912.97	952.522	963.874
MIR3191	0	1.34639	0.0313134	0.704538	0.195653	1.8811	2.74156	0	0
DCTN3	889.613	947.061	1269.89	1105.9	882.245	805.988	1113.11	974.648	947.307
SLC6A9	197.291	189.816	183.394	152.149	180.151	205.023	427.697	425.924	362.959
PLOD3	1042.6	1007.64	1003.28	891.761	1009.34	1049.57	1030.86	1098.55	1046.71
DPF2	975.123	904.655	987.866	903.736	1032.78	1038.29	918.453	950.309	856.944
C14orf1	565.087	479.252	579.466	449.403	571.3	504.095	583.972	543.192	486.455
DOCK9	758.257	780.13	733.579	710.028	856.333	799.404	756.696	842.998	846.402
ACVR1B	979.244	1047.35	980.161	988.263	1010.57	946.119	1082.95	1182.63	1076.83
FLJ37201	36.5736	47.1174	33.9049	40.1504	40.719	46.0833	60.3163	58.6337	55.724
FAM64A	618.66	636.759	789.06	651.563	650.887	627.297	581.23	719.093	623.506
C14orf132	733.016	763.976	675.016	721.298	739.728	774.952	786.854	882.825	862.968
SLC25A36	1798.8	1764.88	1744.56	1648.28	1883.56	1991.93	1842.39	1746.84	1936.78
ABRACL	1050.85	937.637	1035.64	1265.79	972.32	996.904	1170.68	828.617	947.307
E2F2	1394.43	1396.7	1377.77	1301.72	1497.97	1512.29	1332.44	1439.29	1387.07
SH3RF3-AS1	81.9656	106.742	91.5892	62.9579	77.6094	108.036	69.334	109.279	76.7719
SULT2A1	60.7842	56.5409	53.9397	66.9173	57.3768	55.4881	46.6081	70.803	72.2905
CAPRIN1	12466.9	12286.9	12282.8	12251.5	12473.6	12530.9	11635.6	11471.2	11949
C12orf39	9.27217	8.07728	18.4936	11.9747	8.02041	8.46428	8.22495	9.95667	12.0484
TTLL4	1098.24	1091.11	1026.39	943.182	1188.87	1320.43	1082.95	1024.43	986.465
RASSF8	1036.94	1011.68	872.281	1169.29	995.148	937.654	1088.44	1043.24	1152.13
NRP2	745.894	759.264	625.7	679.035	775.512	791.881	786.854	745.644	772.605
ATP7B	1174.99	1206.88	1132.73	1088.99	1254.27	1324.19	1069.24	1163.82	1054.24
MRPL34	1078.66	1038.6	1411.68	1201.69	1053.76	994.083	1085.69	1097.45	1012.07
GPR18	11.8478	14.8083	16.9525	4.92036	20.3595	39.5	10.9684	18.807	16.5688
APOC1P1	11.3327	14.8083	10.7879	13.3835	11.1052	8.46428	24.6749	11.063	4.51816
FOXF1	478.547	443.577	477.751	417.001	490.479	441.083	403.023	444.731	441.274
GJB2	146.294	127.217	154.113	154.262	155.473	138.25	137.083	154.882	161.148
GATA6	856.645	808.401	838.376	545.2	843.377	887.809	740.246	699.18	700.315
PPP1R3E	83.4495	94.2349	92.468	76.7788	98.7127	124.143	148.049	98.4604	105.424
DEF8	1375.37	1486.22	1715.28	1598.97	1356.07	1351.46	1433.88	1451.46	1459.37
PET117	493.457	475.565	466.483	578.707	490.403	448.406	506.691	432.896	427.786
BNIP2	1167.26	1159.76	1104.99	1332.01	1176.53	1081.55	1173.43	1124	1369
NIT2	781.438	747.821	981.702	829.07	776.746	743.916	871.845	795.428	993.995
MANBA	314.739	282.032	319.015	264.852	289.969	319.762	400.281	391.629	371.995
GANC	124.144	137.987	103.256	128.904	116.604	148.595	145.307	154.882	146.087
CDKN2AIP	504.818	509.541	554.808	609.3	558.344	484.345	389.314	421.499	465.37
N4BP2L2-IT2	99.9334	129.91	81.6801	83.8228	118.455	168.345	101.441	113.949	155.123
NTHL1	808.224	786.861	932.386	861.473	794.637	757.083	748.471	808.703	728.93
TRIM27	4027.73	3904.02	4518.6	3876.98	4155.81	3990.44	3257.08	3714.95	3876.58
TAX1BP1	3276.17	3246.39	3205.56	4146.76	3203.84	3081.94	3465.45	3248.09	3465.43
NDUFA4	1810.13	1771.62	2014.26	1915.24	1784.85	1686.27	2067.2	1814.33	1862.99
CRY2	558.906	539.158	533.232	517.024	555.876	529.488	460.597	501.153	490.973
SOX13	266.317	234.241	255.828	235.972	273.928	282.143	238.524	262.192	213.86
ZNF585A	160.202	166.93	180.313	131.721	162.876	180.571	183.691	147.138	195.787
ELFN2	117.447	119.14	95.5503	97.2062	129.56	134.488	164.499	132.756	117.472
FGFBP3	33.998	35.0015	43.1517	44.3768	33.3155	44.2024	30.1582	33.1889	54.2179
CORO1C	5375.28	5496.59	5128.89	6803.03	5160.82	5191.43	5099.47	4812.39	4841.96
SUPT7L	939.022	978.804	970.914	948.469	1009.13	975.685	900.541	968.496	1035.04
FGD4	209.139	195.201	167.984	181.029	194.341	244.524	233.04	215.728	210.847
LTV1	2766.71	2835.8	2512.05	3692.43	2636.25	2571.26	2275.57	2059.93	2210.89
SNORD31	1.03024	0	0	0	3.70173	0	0	1.1063	0
IGLL3P	3.60584	8.75038	1.54113	7.04393	4.93564	6.58333	8.22495	7.74408	10.5424
ALDH18A1	5535.48	5421.2	5600.48	5905.63	5639.58	5358.83	5093.99	5393.2	5536.25
PGM3	2010.2	1964.56	2038.3	2295.1	2062.15	1899.4	1950.7	1983.72	2179.59
AGFG1	2150.11	2087.3	2031.21	1978.64	2205	2292.88	1845.13	1781.14	1769.61
AGPAT1	901.961	894.774	904.861	747.643	907.724	927.421	903.519	877.778	873.44
PANK3	3421.43	3384.38	3016	3250.07	3450.63	3420.51	3377.71	3232.6	3376.57
TRAPPC2L	856.645	864.942	1041.81	982.628	841.526	750.5	781.37	808.703	778.629
PRODH	53.5725	68.6568	58.5631	56.3514	61.6955	51.7262	95.9578	76.3345	76.8087
TCTEX1D2	126.205	139.635	151.032	162.637	136.699	140.131	159.016	138.658	154.655
OGDH	1798.8	1845.66	1813.91	1863.82	1783.62	1719.19	1757.4	1840.88	1765.09
MIR4273	2.23827	2.76286	5.16289	1.88506	4.81261	0	1.82575	2.28853	0.79402
FBXW11	2670.9	2448.76	2345.6	2547.08	2591.83	2529.88	2601.83	2485.85	2960.9
AMIGO2	57.1784	51.1561	35.4461	50.0119	54.909	52.6666	65.7996	63.0589	57.23
CSTB	916.399	891.866	887.693	1175.63	846.462	889.69	806.045	827.51	743.99
SNORD26	47.9062	44.425	47.7751	49.3075	32.6986	47.0238	41.1248	39.8267	34.6392
EXOSC10	2638.96	2431.26	2598.35	2357.6	2581.34	2535.52	2470.23	2493.59	2469.93
TAF6	604.427	623.574	598.236	498.245	604.124	635.842	502.293	616.075	579.314
SESTD1	915.369	864.942	735.12	768.493	950.727	970.571	945.869	921.545	1051.22
SNORD96A	11.8478	10.7697	18.4936	16.9054	16.6578	13.1667	21.9332	4.42519	7.53026
NPM2	9.27217	12.789	3.08227	9.8615	9.25432	12.2262	5.4833	4.42519	3.01211
RNF24	146.809	167.603	151.031	109.181	149.303	168.345	180.949	133.862	164.16
DDX26B	769.075	751.86	762.861	705.802	795.871	898.154	795.079	793.215	834.353
POLDIP3	3195.81	3331.2	3325.77	3463.5	3377.21	3198.56	2977.43	3173.97	3066.32
CDCA4	2207.81	2098.75	2391.84	2277.3	2167.36	2016.38	2015.11	2167.24	2027.15
TRIM3	178.232	169.623	180.313	160.602	185.086	217.25	167.241	181.433	165.666
ATMIN	1473.24	1366.41	1456.37	1442.6	1472.67	1452.09	1370.83	1306.54	1362.98
TGFBRAP1	626.902	603.776	664.228	495.893	666.311	620.714	441.406	545.404	506.034
TMEM45A	161.233	140.006	181.854	175.394	169.046	164.583	211.107	149.35	197.293
RNF19A	894.249	885.808	863.035	1012.92	862.502	870.881	822.495	797.64	897.608
TNFSF9	407.46	392.421	440.764	372.624	425.082	399.702	435.922	432.562	397.598
BRIX1	2717.26	2416.45	2529	3272.61	2505.45	2461.23	2324.92	2145.11	2174.74
PSMC3IP	410.636	469.453	421.243	585.26	411.94	425.614	474.45	391.591	407.048
EEF1D	6670.81	6786.93	7311.14	7367.95	6338.59	6192.09	6220.81	7101.32	6161.26
PRDX5	2288.68	2333.66	2738.59	2664.72	2148.85	2054	2623.76	2671.71	2325.35
KBTBD4	356.616	386.429	436.592	468.375	419.215	368.874	356.201	353.027	373.933
PAICS	11881.8	10540.8	10974.4	10830	11991.1	11665.7	11778.1	11054.1	11370.7
TRPC3	111.266	109.043	117.126	110.59	97.4788	116.619	123.374	109.523	109.942
ME2	2196.47	2203.75	2191.49	2404.8	2180.32	2166.86	2322.18	2179.41	2369.02
NSUN6	592.389	656.952	596.419	741.021	600.297	608.488	655.255	633.908	641.579
ECT2	4611.36	4208.26	4390.69	4856.08	4473.54	4298.92	4773.21	4073.39	5075.4
CSAG1	12.3629	10.0966	13.8702	15.4966	12.956	11.2857	0	14.3819	3.01211
HDGF	9046.03	8894.43	8702.78	9099.35	8549.14	8567.73	8082.39	8279.53	7686.89
GTSE1	1357.34	1455.26	1513.39	1389.06	1434.42	1404.13	1195.36	1253.43	1305.75
PPDPF	405.915	488.675	419.188	369.102	344.261	491.869	460.597	436.987	298.198
FUS	2089.84	3183.12	2068.2	5486.52	1900.22	2401.03	1965.76	1826.5	1567.8
SNORA2A	6.18145	8.75038	12.3291	42.2636	2.4685	8.46428	10.9666	9.95667	0
ZC3H12B	109.206	137.987	78.5978	106.363	109.201	161.762	74.0246	103.992	97.8934
COQ10A	367.796	309.629	342.132	367.693	355.983	335.75	323.515	359.547	367.477
IFI30	1209.5	1182.65	1471.78	1339.76	1185.17	1098.48	1444.85	1310.96	1239.48
RSRC2	2490.61	2407.03	2209.98	3054.25	2359.23	2244.92	2256.38	2225.87	2170.22
DCAF6	1807.06	1777.24	1835.49	1970.07	1824.19	1759.15	1617.57	1627.37	1688.29
ADK	1195.08	1237.84	1399.35	1640.53	1294.37	1201.93	1496.94	1279.99	1387.07
PDE2A	60.7842	72.6955	90.9269	67.6217	61.6955	75.2381	90.4745	82.9723	75.3026
DNAJB2	457.427	435.5	456.175	505.05	459.014	431.678	430.439	433.668	411.152
MASTL	1427.4	1377.85	1491.82	1597.56	1414.06	1425.76	1631.28	1410.53	1503.04
HLA-B	3248.86	3074.08	3487.58	3295.85	3211.25	2993.53	3399.65	3505.86	3311.81
RNF4	1067.33	1023.12	1031.02	825.548	1077.82	1050.51	896.52	945.884	849.414
CYB5D2	376.038	365.497	345.214	464.899	369.556	334.809	381.089	418.18	367.477
SSB	6074.79	5739.2	5054.55	8621.68	5299.19	5314.16	5461.3	5159.9	4892.31
MBL1P	14.4234	10.8069	13.8702	9.07174	18.2158	18.6832	21.9332	15.9665	15.8813
PAWR	1299.13	1334.77	1188.21	1455.28	1237.61	1292.21	1233.74	1153.87	1164.18
SNRPB	12033.2	11963.1	17035.7	13377.8	12715.4	11229.3	12894	12427	11489.7
LENG9	200.035	259.908	275.449	229.316	225.106	233.243	229.248	253.261	230.648
ZNF699	59.754	63.272	84.7623	83.8228	72.8006	69.5952	82.2495	73.0156	84.339
C1QL1	83.9646	82.119	92.468	59.169	89.4584	88.4047	93.2161	100.673	84.339
DDX42	3000.06	3212.74	2710.85	3638.89	2989.14	2872.21	2900.67	3170.65	3070.84
UBE2B	462.063	469.155	405.318	592.394	433.719	428.857	523.655	420.393	415.671
CSNK2A1	2937.22	2783.97	2787.91	2691.49	2882.41	2780.99	2826.64	2936.11	2962.41
CDK2AP1	1462.43	1396.02	1542.67	1494.02	1519.56	1478.43	1496.94	1355.21	1442.8
SNORA68	139.598	224.818	226.547	386.007	132.028	236.059	339.965	158.2	54.2179
PFKP	3050.03	3061.96	3174.73	3233.87	2985.44	2790.39	2760.84	3292.34	3081.38
LOC646762	214.427	205.326	195.639	150.036	210.998	210.995	200.14	264.405	240.612
CDH24	502.242	574.16	517.821	402.208	528.73	555.821	452.372	522.172	457.84
MRPS18A	1269.77	1349.58	1534.97	1401.04	1342.49	1212.27	1217.29	1349.68	1230.45
THEMIS2	170.505	160.199	171.066	172.576	201.127	156.119	126.116	159.307	156.63
SBDSP1	526.968	558.678	571.76	652.268	539.835	545.476	578.488	501.153	506.034
SNORD46	14.9385	24.9049	10.7879	38.0372	9.87127	21.6309	35.6415	8.85038	18.0726
WDYHV1	185.958	178.373	183.395	207.092	185.703	174.929	197.399	199.133	231.932
CCNG1	7460.49	6850.2	7605.49	7906.11	7552.14	7124.1	8995.36	7935.47	9474.58
MRPL37	5867.22	5553.13	6158.37	5923.24	5701.89	5521.53	5261.23	6053.66	5900.72
PACSIN3	884.977	868.307	903.104	922.755	823.634	844.547	784.112	974.648	885.559
ABCB1	294.649	266.55	243.499	324.725	262.823	268.036	279.648	266.618	295.186
AKIRIN2	1039.51	1013.7	1052.59	917.12	981.575	1096.59	1170.68	1001.2	1007.55
KANSL1	1130.17	1139.57	1131.19	914.302	1087.69	1217.92	1110.37	1059.83	1046.71
LEF1-AS1	5.56639	8.85185	17.2877	8.75424	7.5708	8.16601	9.28363	12.0557	12.786
C1QBP	13803.1	13479.9	16553.3	15065.6	13382.2	12994.5	14889.8	13381.1	13223.2
LOC729732	44.3004	61.9258	49.3163	35.2196	39.4851	61.1309	41.1248	40.933	33.1332
UBXN2B	673.778	621.277	607.206	580.42	702.094	718.524	712.829	651.609	614.47
CABP1	14.9385	19.5201	13.8702	16.201	14.19	14.1071	30.1582	29.87	19.5787
WDR3	5684.35	5472.35	5595.85	6417.02	5688.32	5321.21	5009	4972.81	5491.07
SDK1	384.28	413.287	399.153	272.6	394.851	429.797	397.539	431.456	423.201
MIR3176	0	0.673106	0	0.704393	0.616955	0	0	1.1063	0
MIR1224	0	0.673701	0	0.704393	0.61792	0	0	0	0
DIXDC1	934.944	917.444	832.212	967.836	918.645	881.226	912.97	921.545	1010.56
PSIP1	4455.28	4243.26	3413.61	5897.18	3891.13	3855.95	4529.21	4115.43	4439.84
MED7	220.472	209.336	274.322	237.38	201.127	219.131	191.916	198.027	233.438
LOC100505715	22.1502	27.5974	16.9525	20.4274	28.9969	25.3928	27.4165	25.4448	21.0847
PORCN	189.564	154.141	138.702	145.809	157.94	146.714	159.016	158.2	194.281
KRT18	1126.57	1145.66	1226.74	1218.79	1096.35	1070.82	1073.09	1138.78	1135.2
EFHA2	150.93	159.526	121.75	171.167	137.581	154.238	153.532	148.244	176.208
TSPYL1	8814.74	9001.45	7996.94	10189.7	8647.85	8318.51	7550.51	7281.65	7403.76
RAB18	1048.79	1002.26	926.221	1213.67	1032.78	920.726	1028.12	871.762	971.404
ARMC6	2297.95	2385.49	2803.32	2485.8	2399.34	2252.44	1765.62	2144	1945.82
MARK3	2818.74	2879.55	2732.43	3056.36	2749.15	2832.71	2398.94	2648.48	2739.51
FUCA2	2081.09	2019.32	2217.69	2070.92	2135.9	1944.9	2215.25	2072.09	2234.98
ZNF2	227.683	239.626	234.252	216.249	236.294	234.178	222.074	233.429	272.596
NHEJ1	537.271	498.772	567.137	507.163	529.347	523.845	581.23	527.704	483.443
PNKD	649.566	635.41	770.564	655.085	672.479	637.641	668.962	633.907	632.541
COX14	477.002	526.369	691.969	565.628	510.221	475.881	526.397	505.578	471.395
ANKS3	389.431	469.155	462.34	402.913	436.804	425.095	378.348	389.417	375.007
ARHGAP33	52.0272	74.7148	55.4808	28.1757	57.9937	67.7143	76.7662	53.1023	42.1695
UACA	1939.94	2028.74	1710.66	2539.34	1872.46	1790.67	2105.59	2328.76	2361.49
UBA3	1666.93	1545.45	1736.86	1994.14	1615.8	1620.44	1598.38	1482.44	1537.68
RNASEK	832.301	732.987	904.524	765.927	824.745	770.171	875.925	781.571	746.307
TAZ	606.97	618.544	713.341	512.462	625.339	679.101	616.748	748.098	738.408
TPK1	96.3275	85.4845	81.6801	119.042	91.3093	79	112.408	95.1415	103.918
QRICH2	96.3275	111.736	95.5503	87.3447	111.669	134.488	68.5413	79.6534	90.3632
RASSF1	554.27	530.408	553.267	579.715	528.113	453.309	422.214	432.562	468.382
HNRNPU-AS1	1217.89	1484.26	1095.31	1181.34	1295.23	1743.61	1315.8	1336.21	1516.95
UPF3B	1096.69	1362.37	850.705	2384.37	914.944	1024.18	1011.67	984.604	983.453
ABCG2	221.502	203.278	223.464	211.318	239.378	219.131	285.132	211.303	246.993
C11orf54	404.885	368.189	382.201	484.622	386.83	363.024	435.922	377.247	436.755
RPP25L	872.614	928.887	1199	998.125	918.028	863.357	940.386	955.841	897.608
ZNF207	6111.9	5919.97	6685.44	6972.08	6379.31	6079.24	5518.94	5354.48	5317.87
AP2M1	9202.63	9628.11	10120.6	10083.4	9295.65	8483.09	8512.83	9590.49	9176.38
TUBB4B	9119.15	8674.63	9386.75	9493.67	8580.25	8225.03	7072.89	7856.63	7040.7
RSBN1	1370.22	1318.62	1299.18	1327.78	1346.19	1361.81	1461.3	1132.85	1379.54
ATHL1	572.814	718.878	594.877	441.654	579.32	691.25	589.455	742.325	697.303
BMP6	468.407	470.485	446.256	488.313	452.172	471.237	449.618	471.768	442.077
BNIP1	495.546	503.484	610.289	580.42	478.757	433.559	529.139	498.94	492.479
TMEM181	1902.34	1954.7	1944.91	1921.58	1945.26	1985.34	2393.46	2244.68	2481.98
IRF6	106.63	123.178	92.468	115.52	97.4788	82.7619	123.374	127.224	141.569
DIAPH2	909.703	843.402	742.826	786.102	932.218	914.143	976.028	907.164	1031.65
CCDC74B	67.4808	59.2334	83.2212	82.414	70.3328	73.3571	71.2829	106.205	78.3148
OXCT1	699.018	630.028	639.57	796.668	655.206	631.059	773.145	732.369	798.208
TNRC6C	737.501	731.417	629.727	613.923	814.239	829.128	709.573	650.206	632.161
RBM23	2287.65	2188.27	2396.46	2128.68	2351.21	2212	2111.07	2243.57	2216.91
TMEM245	2805.35	2815.6	2724.72	2698.53	2882.41	2913.59	2766.33	2577.67	2816.32
KIF24	576.921	603.441	588.647	553.585	615.175	671.28	502.143	559.655	611.184
SGSM2	853.555	985.428	796.766	779.763	853.248	874.643	797.82	979.073	852.426
C10orf88	345.646	361.458	365.249	369.102	370.173	350.797	397.539	336.314	375.007
SNHG6	762.262	685.081	787.411	905.712	735.254	727.783	838.766	832.916	740.783
DLX1	291.043	286.07	317.473	297.254	281.948	293.428	307.065	284.318	290.668
LOC729603	59.2509	63.272	36.9872	44.3768	63.5463	77.119	35.6415	56.4212	43.6755
DCLK2	63.3598	74.0417	72.4333	53.5339	72.8006	69.5952	43.8664	66.3778	67.7724
RNF32	88.0856	86.8307	75.5155	85.2315	92.5432	82.7619	63.058	80.7597	105.424
VPS45	1127.08	1051.39	1111.16	1213.67	1103.11	1072.14	1162.46	1127.32	1216.89
HDAC2	6598.69	6346.05	6035.08	7726.49	6075.77	6285.2	6612.86	5865.59	6137.17
FTSJD1	332.768	335.207	365.249	371.215	341.176	348.917	334.481	344.058	368.983
NDUFB9	2760.53	2788.68	3125.42	3257.11	2404.89	2378.46	2930.82	2443.81	2201.85
WDR90	981.304	1130.15	1080.33	702.28	988.361	1196.29	877.328	1095.23	1012.07
SERBP1	26147	26520.4	22184.6	32757.8	24633.1	23894.7	23819.5	23680.3	23619.4
ENTPD5	142.173	156.834	127.914	129.608	161.025	164.583	148.049	178.114	179.22
SLC6A6	1258.12	1234.1	1075.56	1107.76	1300.19	1350.11	1244.52	1295.18	1243.26
TRIM36	182.353	180.392	177.23	166.941	191.873	203.143	172.724	182.539	203.317
C20orf196	104.569	108.37	134.079	140.174	124.008	109.095	123.374	101.779	84.339
TTYH2	449.7	438.865	442.305	397.982	449.143	448.607	466.081	519.96	551.215
KDM5C	5901.22	5944.87	5945.69	5265.34	6076.38	5939.1	5288.64	6264.96	5979.03
PIGL	232.319	224.144	260.451	231.745	233.209	229.476	227.557	217.941	162.654
SMAGP	96.1866	82.479	98.2282	83.8872	92.7481	131.927	84.2195	93.6305	90.1117
YJEFN3	31.9375	45.7712	36.9872	42.2636	32.6986	55.4881	30.1582	23.2322	31.6271
CEP72	544.482	532.427	594.877	569.149	566.364	575.571	594.938	579.7	543.685
USP30	474.371	416.653	527.039	374.719	483.567	465.478	498.98	467.814	474.407
SPG11	1161.21	1223	1151.8	1086.96	1304.65	1296.1	1351.18	1368.97	1469.56
SNORD83B	42.755	44.425	64.7276	40.1504	41.336	53.6071	27.4165	33.1889	45.1816
NDUFAF7	672.232	658.971	759.779	717.776	644.717	647.988	625.096	623.952	671.7
PSTK	128.265	140.679	184.936	156.375	137.581	118.5	139.824	163.732	138.557
ACN9	580.541	543.197	579.466	779.763	534.9	551.119	688.154	491.196	475.913
LINC00662	67.4808	75.3879	72.4333	77.4832	62.3124	64.8928	95.9578	96.2478	57.23
CLPTM1	1589.15	1624.88	1522.64	1506.7	1507.22	1623.26	1285.83	1340.83	1268.1
ZNF77	352.858	348.669	374.495	407.843	342.41	367.726	304.323	280.999	337.356
FLT3LG	19.0595	26.2511	15.4113	16.9054	16.0408	20.6905	30.1582	25.4448	12.0484
PAQR9	70.5715	75.3879	60.1042	78.1876	75.2684	64.8928	57.5747	68.5904	66.2663
CCSER1	286.407	305.59	311.309	301.48	275.162	302.833	334.481	293.169	338.862
GYG1	1323.86	1242.55	1547.3	1699	1365.94	1345.82	1406.47	1346.36	1338.88
RPP38	599.845	587.68	713.356	720.46	651.209	628.07	520.914	509.925	537.633
COMMD2	2194.93	1993.74	2179.16	2420.29	2147	2057.76	2527.8	1961.46	2311.79
HIST1H4I	9.78729	10.0966	9.2468	8.45271	9.25432	16.9286	19.1916	7.74408	10.5424
LYRM4	821.617	779.457	1024.85	874.152	835.356	743.916	934.903	791.002	792.184
CUL2	1336.22	1311.88	1396.27	1546.85	1302.39	1354.29	1244.71	1213.61	1281.65
RPGRIP1L	645.446	665.702	607.206	710.732	654.589	617.893	586.713	616.207	667.181
MPPED2	85.51	84.1383	98.6325	74.6656	96.8619	131.667	115.149	88.5038	102.412
GFOD2	717.563	713.493	707.38	714.254	707.03	735.452	633.321	621.739	647.603
DYX1C1	16.9981	14.6388	24.5431	35.169	20.2397	14.5985	8.28562	24.4019	16.344
CEP78	1155.93	1152.36	1208.25	1128.44	1138.28	1194.4	932.161	1011.16	1045.2
MTMR8	83.9646	95.5811	83.2212	85.9359	86.9906	80.8809	90.4745	99.5667	97.8934
LOC653712	20.0897	26.2511	29.2815	9.8615	25.9121	27.2738	10.9666	22.1259	16.5666
IKBIP	1089.48	982.062	1014.07	1144.64	1024.14	1021.36	1003.44	907.164	1037.67
ING3	654.718	679.837	762.861	815.687	709.498	679.024	712.829	661.566	691.278
NDE1	526.525	552.21	570.926	478.567	523.78	581.591	550.591	534.604	487.518
MLF1	1740.59	1610.74	1741.48	1930.74	1705.88	1650.54	2179.61	1661.66	1816.3
FRAT2	1222.9	1334.77	1368.53	1393.29	1199.98	1163.37	1156.98	1138.38	1058.76
ELP5	1161.6	1164.47	1328.45	1321.44	1097.56	1022.3	1104.89	1202.54	1091.89
C16orf71	23.6955	20.8663	15.4113	15.4966	19.1256	19.75	32.8998	27.6574	16.5666
CDC16	882.916	922.156	853.788	915.711	864.353	938.595	830.72	825.298	849.414
RHPN2	711.896	689.261	719.709	735.386	746.515	682.785	633.321	653.822	695.796
